Time,Close,Volume,Open,High,Low
2021.2.10,3286.58,3151550,3314,3317.95,3254
2021.2.9,3305,2203526,3312.49,3338,3297.84
2021.2.8,3322.94,3257391,3358.5,3365,3304
2021.2.5,3352.15,3620808,3319,3377,3302.71
2021.2.4,3331,3670661,3330,3347,3277.75
2021.2.3,3312.53,7088781,3425.01,3434,3308.62
2021.2.2,3380,7098637,3380,3427.74,3361.13
2021.2.1,3342.88,4160212,3242.36,3350.26,3235.03
2021.1.29,3206.2,4293556,3230,3236.99,3184.55
2021.1.28,3237.62,3149228,3235.04,3301.68,3228.69
2021.1.27,3232.58,4660158,3341.49,3346.52,3207.08
2021.1.26,3326.13,2955235,3296.36,3338,3282.87
2021.1.25,3294,3749758,3328.5,3363.89,3243.15
2021.1.22,3292.23,2821914,3304.31,3321.91,3283.16
2021.1.21,3306.99,4945051,3293,3348.55,3289.57
2021.1.20,3263.38,5309835,3181.99,3279.8,3175
2021.1.19,3120.76,3305142,3107,3145,3096
2021.1.15,3104.25,4243995,3123.02,3142.55,3095.17
2021.1.14,3127.47,3070919,3167.52,3178,3120.59
2021.1.13,3165.89,3321244,3128.44,3189.95,3122.08
2021.1.12,3120.83,3514582,3120,3142.14,3086
2021.1.11,3114.21,3669095,3148.01,3156.38,3110
2021.1.8,3182.7,3537744,3180,3190.64,3142.2
2021.1.7,3162.16,3514545,3157,3208.54,3155
2021.1.6,3138.38,4394815,3146.48,3197.51,3131.16
2021.1.5,3218.51,2655548,3166.01,3223.38,3165.06
2021.1.4,3186.63,4411449,3270,3272,3144.02
2020.12.31,3256.93,2957206,3275,3282.92,3241.2
2020.12.30,3285.85,3209310,3341,3342.1,3282.47
2020.12.29,3322,4872933,3309.94,3350.65,3281.22
2020.12.28,3283.96,5686787,3194,3304,3172.69
2020.12.24,3172.69,1451917,3193.9,3202,3169
2020.12.23,3185.27,2093787,3205,3210.13,3184.17
2020.12.22,3206.52,2381781,3202.84,3222,3180.08
2020.12.21,3206.18,3836846,3200.01,3226.97,3166
2020.12.18,3201.65,5995713,3243.99,3249.42,3171.6
2020.12.17,3236.08,3474347,3250,3263.51,3221
2020.12.16,3240.96,4427616,3176.01,3247,3163.68
2020.12.15,3165.12,3323686,3181.01,3188.5,3130.49
2020.12.14,3156.97,4155794,3143,3190.47,3126
2020.12.11,3116.42,3064695,3096.66,3118.67,3072.82
2020.12.10,3101.49,3030186,3088.99,3142.1,3076
2020.12.9,3104.2,4100836,3167.89,3174.43,3088
2020.12.8,3177.29,3286303,3158.9,3184.13,3120.02
2020.12.7,3158,2751316,3156.48,3180.76,3141.69
2020.12.4,3162.58,2913611,3198.21,3198.21,3158.76
2020.12.3,3186.73,2892039,3205.46,3228.64,3181.31
2020.12.2,3203.53,3129304,3221.65,3232,3173.26
2020.12.1,3220.08,4544382,3188.5,3248.95,3157.18
2020.11.30,3168.04,4063916,3208.48,3228.39,3125.55
2020.11.27,3195.34,2392867,3211.26,3216.19,3190.05
2020.11.25,3185.07,3790403,3141.87,3198,3140.26
2020.11.24,3118.06,3602102,3100.5,3134.25,3086.26
2020.11.23,3098.39,4708887,3116.7,3139.75,3065.46
2020.11.20,3099.4,3380138,3117.02,3132.89,3098.05
2020.11.19,3117.02,3010270,3105.31,3125,3080.92
2020.11.18,3105.46,2916836,3134,3140,3105.1
2020.11.17,3135.66,3444735,3183.55,3189.25,3135.26
2020.11.16,3131.06,3808676,3093.2,3142.7,3072.69
2020.11.13,3128.81,3762587,3122,3141.72,3085.39
2020.11.12,3110.28,4371208,3159.95,3175.88,3086.05
2020.11.11,3137.39,4366923,3061.78,3139.15,3050
2020.11.10,3035.02,6590956,3095.02,3114,3019.48
2020.11.9,3143.74,7190406,3231.03,3289,3112.11
2020.11.6,3311.37,4647330,3304.64,3322,3232
2020.11.5,3322,5789285,3319.97,3366.8,3288.88
2020.11.4,3241.16,6839041,3159.99,3244.85,3139.73
2020.11.3,3048.41,4897880,3018.53,3074.9,2980.98
2020.11.2,3004.48,7257350,3061.74,3079.71,2950.12
2020.10.30,3036.15,8396081,3157.75,3167,3019
2020.10.29,3211.01,6596529,3201.27,3257.25,3164
2020.10.28,3162.78,5588330,3249.3,3264.02,3162.47
2020.10.27,3286.33,4291047,3224.94,3291.66,3211.3
2020.10.26,3207.04,5901151,3198.74,3282.98,3153.3
2020.10.23,3204.4,3466687,3191,3205.33,3140
2020.10.22,3176.4,4212005,3189.87,3198.75,3121.94
2020.10.21,3184.94,4592736,3212.5,3233.88,3160
2020.10.20,3217.01,4509678,3222.28,3266,3192.01
2020.10.19,3207.21,5223626,3299.61,3329,3192.74
2020.10.16,3272.71,6474353,3363.23,3399.66,3160
2020.10.15,3338.65,5223448,3292.01,3355.88,3280
2020.10.14,3363.71,5828916,3447,3464.88,3340
2020.10.13,3443.63,5744697,3467.99,3492.38,3424.22
2020.10.12,3442.93,8364198,3349.94,3496.24,3339.55
2020.10.9,3286.65,4907871,3210,3288.99,3197.83
2020.10.8,3190.55,3174114,3224.99,3233.29,3174.99
2020.10.7,3195.69,4309439,3135,3200,3132.39
2020.10.6,3099.96,5086857,3165,3182,3090
2020.10.5,3199.2,3775332,3145.84,3202.53,3140.85
2020.10.2,3125,5613098,3153.63,3195.8,3123
2020.10.1,3221.26,4971922,3208,3224,3172
2020.9.30,3148.73,4896101,3141.14,3212.88,3133.99
2020.9.29,3144.88,3503398,3175.39,3188.26,3132.54
2020.9.28,3174.05,4224165,3148.85,3175.04,3117.17
2020.9.25,3095.13,4615202,3054.86,3101.54,2999
2020.9.24,3019.79,5529392,2977.79,3069.3,2965
2020.9.23,2999.86,5652665,3120.43,3127,2992.38
2020.9.22,3128.99,6948816,3033.84,3133.99,3000.2
2020.9.21,2960.47,6117925,2906.5,2962,2871
2020.9.18,2954.91,8892580,3031.74,3037.8,2905.54
2020.9.17,3008.73,6449050,3009.25,3029.43,2972.55
2020.9.16,3078.1,4531189,3179.99,3187.24,3074.15
2020.9.15,3156.13,4021535,3136.16,3175.02,3108.92
2020.9.14,3102.97,4529596,3172.94,3187.39,3096
2020.9.11,3116.22,5093982,3208.69,3217.34,3083.98
2020.9.10,3175.11,5330741,3307.22,3349.89,3170.55
2020.9.9,3268.61,5188675,3202.99,3303.18,3185
2020.9.8,3149.84,6094205,3144,3250.85,3130
2020.9.4,3294.62,8781754,3318,3381.5,3111.13
2020.9.3,3368,8161113,3485,3488.41,3303
2020.9.2,3531.45,3931476,3547,3552.25,3486.69
2020.9.1,3499.12,3476407,3489.58,3513.87,3467
2020.8.31,3450.96,4185885,3408.99,3495,3405
2020.8.28,3401.8,2896978,3423,3433.37,3386.5
2020.8.27,3400,4264795,3450.05,3453,3378
2020.8.26,3441.85,6508743,3351.11,3451.74,3344.57
2020.8.25,3346.49,3992842,3294.99,3357.4,3267
2020.8.24,3307.46,4666258,3310.15,3380.32,3257.56
2020.8.21,3284.72,3575862,3295,3314.4,3275.39
2020.8.20,3297.37,3332478,3252,3312.62,3238
2020.8.19,3260.48,4185137,3303.01,3315.9,3256
2020.8.18,3312.49,5345974,3212,3320,3205.82
2020.8.17,3182.41,2691237,3173.12,3194.97,3154.18
2020.8.14,3148.02,2751723,3178.18,3178.24,3120
2020.8.13,3161.02,3149043,3182.99,3217.52,3155
2020.8.12,3162.24,3527229,3108,3174.39,3101.42
2020.8.11,3080.67,3718057,3113.2,3159.22,3073
2020.8.10,3148.16,3167274,3170.31,3172.51,3101.52
2020.8.7,3167.46,3936127,3224.01,3240.81,3140.67
2020.8.6,3225,3940602,3194.36,3247.47,3165.43
2020.8.5,3205.03,3930025,3143.77,3213.59,3127.3
2020.8.4,3138.83,4694294,3101.21,3167.24,3101.21
2020.8.3,3111.89,5074663,3180.51,3184,3104
2020.7.31,3164.68,8083369,3244,3246.82,3151
2020.7.30,3051.88,6128265,3014,3092,3005
2020.7.29,3033.53,2974060,3030.99,3039.16,2996.77
2020.7.28,3000.33,3126651,3054.27,3077.09,2995.76
2020.7.27,3055.21,4170492,3062,3098,3015.77
2020.7.24,3008.91,5632413,2930,3031.58,2888
2020.7.23,2986.55,5656906,3098.27,3098.27,2970
2020.7.22,3099.91,4104225,3125,3150,3065.26
2020.7.21,3138.29,6134965,3232.49,3240.58,3105.72
2020.7.20,3196.84,7598176,3000.2,3201.36,2994.02
2020.7.17,2961.97,4761319,3009,3024,2948.45
2020.7.16,2999.9,6394246,2971.06,3032,2918.23
2020.7.15,3008.87,5788874,3080.23,3098.35,2973.18
2020.7.14,3084,7231933,3089,3127.38,2950
2020.7.13,3104,7720420,3251.06,3344.29,3068.39
2020.7.10,3200,5485982,3191.76,3215,3135.7
2020.7.9,3182.63,6388659,3115.99,3193.88,3074
2020.7.8,3081.11,5037635,3022.61,3083.97,3012.43
2020.7.7,3000.12,5257514,3058.55,3069.55,2990
2020.7.6,3057.04,6880642,2934.97,3059.88,2930
2020.7.2,2890.3,6593387,2912.01,2955.56,2871.1
2020.7.1,2878.7,6363439,2757.99,2895,2754
2020.6.30,2758.82,3769686,2685.07,2769.63,2675.03
2020.6.29,2680.38,4223422,2690.01,2696.8,2630.08
2020.6.26,2692.87,6500784,2775.06,2782.57,2688
2020.6.25,2754.58,2968657,2739.55,2756.23,2712.14
2020.6.24,2734.4,4526605,2780,2796,2721
2020.6.23,2764.41,4231707,2726.02,2783.11,2718.04
2020.6.22,2713.82,3208780,2684.5,2715,2669
2020.6.19,2675.01,5776963,2678.08,2697.43,2659
2020.6.18,2653.98,2487774,2647.01,2659.64,2636.11
2020.6.17,2640.98,2959316,2647.5,2655,2631.82
2020.6.16,2615.27,3595649,2620,2620,2576
2020.6.15,2572.68,3873335,2526.6,2584,2508
2020.6.12,2545.02,5436127,2601.21,2621.48,2503.35
2020.6.11,2557.96,5800107,2603.5,2671.38,2536.23
2020.6.10,2647.45,4946031,2645,2722.35,2626.26
2020.6.9,2600.86,5175950,2529.44,2626.43,2525
2020.6.8,2524.06,3970654,2500.2,2530,2487.34
2020.6.5,2483,3306445,2444.51,2488.65,2437.13
2020.6.4,2460.6,2948710,2477.43,2507.54,2450.01
2020.6.3,2478.4,2671024,2468.01,2488,2461.17
2020.6.2,2472.41,2529903,2467,2473.53,2445.31
2020.6.1,2471.04,2938032,2448,2476.93,2444.17
2020.5.29,2442.37,3529329,2415.94,2442.37,2398.2
2020.5.28,2401.1,3193136,2384.33,2436.97,2378.23
2020.5.27,2410.39,5056945,2404.99,2413.58,2330
2020.5.26,2421.86,3568153,2458,2462,2414.06
2020.5.22,2436.88,2867079,2455.01,2469.85,2430.13
2020.5.21,2446.74,5114403,2500,2525.45,2442.54
2020.5.20,2497.94,3998143,2477.87,2500.01,2467.27
2020.5.19,2449.33,4320498,2429.83,2485,2428.97
2020.5.18,2426.26,4366572,2404.35,2433,2384.01
2020.5.15,2409.78,4234951,2368.52,2411,2356.37
2020.5.14,2388.85,3648128,2361.01,2391.37,2353.21
2020.5.13,2367.92,4782919,2366.8,2407.7,2337.81
2020.5.12,2356.95,3074916,2411.85,2419,2355
2020.5.11,2409,3259231,2374.7,2419.67,2372.11
2020.5.8,2379.61,3211228,2372.14,2387.24,2357
2020.5.7,2367.61,3396411,2374.78,2376,2343.11
2020.5.6,2351.26,3117814,2329.44,2357.45,2320
2020.5.5,2317.8,3242496,2340,2351,2307.13
2020.5.4,2315.99,4865926,2256.38,2326.98,2256.38
2020.5.1,2286.04,9772605,2336.8,2362.44,2258.19
2020.4.30,2474,9534611,2419.84,2475,2396.01
2020.4.29,2372.71,4591593,2330.01,2391.89,2310
2020.4.28,2314.08,5269446,2372.1,2373.5,2306
2020.4.27,2376,5645645,2443.2,2444.88,2363
2020.4.24,2410.22,3831797,2417,2420.43,2382
2020.4.23,2399.45,5066552,2399.98,2424.22,2382.08
2020.4.22,2363.49,4218295,2369,2394,2351
2020.4.21,2328.12,7476679,2416.61,2428.31,2279.66
2020.4.20,2393.61,5770694,2389.95,2444.98,2386.05
2020.4.17,2375,7930010,2372.33,2400,2316.02
2020.4.16,2408.19,12038200,2346,2461,2335
2020.4.15,2307.68,6866567,2257.68,2333.37,2245
2020.4.14,2283.32,8087193,2200.47,2292,2186.21
2020.4.13,2168.87,6716709,2040,2180,2038
2020.4.9,2042.76,4655617,2044.3,2053,2017.66
2020.4.8,2043,3977313,2021,2044,2011.15
2020.4.7,2011.6,5113983,2017.11,2035.72,1997.62
2020.4.6,1997.59,5773181,1936,1998.52,1930.02
2020.4.3,1906.59,3609870,1911.15,1926.33,1889.15
2020.4.2,1918.83,4335985,1901.64,1927.53,1890
2020.4.1,1907.7,4121875,1932.97,1944.96,1893
2020.3.31,1949.72,5123626,1964.35,1993.02,1944.01
2020.3.30,1963.95,6126087,1922.83,1973.63,1912.34
2020.3.27,1900.1,5387897,1930.86,1939.79,1899.92
2020.3.26,1955.49,6235118,1902,1956.49,1889.29
2020.3.25,1885.84,6479073,1920.69,1950.26,1885.78
2020.3.24,1940.1,7147080,1951.5,1955,1900.34
2020.3.23,1902.83,7808489,1827.75,1919.4,1812
2020.3.20,1846.09,9817850,1926.31,1957,1820.73
2020.3.19,1880.93,10399940,1860,1945,1832.65
2020.3.18,1830,9645218,1750,1841.66,1745
2020.3.17,1807.84,10917130,1775.47,1857.78,1689.24
2020.3.16,1689.15,8917265,1641.51,1759.45,1626.03
2020.3.13,1785,8809725,1755,1786.31,1680.62
2020.3.12,1676.61,11346210,1721.98,1765,1675
2020.3.11,1820.86,5646831,1857.85,1871.32,1801.5
2020.3.10,1891.82,7133310,1870.88,1894.27,1818.17
2020.3.9,1800.61,7813232,1773.86,1862.77,1761.29
2020.3.6,1901.09,5273580,1875,1910.87,1869.5
2020.3.5,1924.03,4748210,1933,1960.72,1910
2020.3.4,1975.83,4772919,1946.57,1978,1922
2020.3.3,1908.99,7534491,1975.37,1996.33,1888.09
2020.3.2,1953.95,6761651,1906.49,1954.51,1870
2020.2.28,1883.75,9493797,1814.63,1889.76,1811.13
2020.2.27,1884.3,8143993,1934.38,1975,1882.76
2020.2.26,1979.59,5240402,1970.28,2014.67,1960.45
2020.2.25,1972.74,6219094,2026.42,2034.6,1958.42
2020.2.24,2009.29,6546997,2003.18,2039.3,1987.97
2020.2.21,2095.97,4650740,2142.15,2144.55,2088
2020.2.20,2153.1,3131342,2173.07,2176.79,2127.45
2020.2.19,2170.22,2561165,2167.8,2185.1,2161.12
2020.2.18,2155.67,2951070,2125.02,2166.07,2124.11
2020.2.14,2134.87,2606169,2155.68,2159.04,2125.89
2020.2.13,2149.87,3031791,2144.99,2170.28,2142
2020.2.12,2160,3334264,2163.2,2180.25,2155.29
2020.2.11,2150.8,5746011,2150.9,2185.95,2136
2020.2.10,2133.91,5056235,2085.01,2135.6,2084.96
2020.2.7,2079.28,5095347,2041.99,2098.53,2038.1
2020.2.6,2050.23,3182954,2041.02,2056.3,2024.8
2020.2.5,2039.87,4376174,2071.02,2071.02,2032
2020.2.4,2049.67,5289338,2029.88,2059.8,2015.37
2020.2.3,2004.2,5899094,2010.6,2048.5,2000.25
2020.1.31,2008.72,15567280,2051.47,2055.72,2002.27
2020.1.30,1870.68,6327438,1858,1872.87,1850.61
2020.1.29,1858,2101390,1864,1874.75,1855.02
2020.1.28,1853.25,2808040,1840.5,1858.11,1830.02
2020.1.27,1828.34,3528509,1820,1841,1815.34
2020.1.24,1861.64,3766181,1891.37,1894.99,1847.44
2020.1.23,1884.58,2484613,1885.11,1889.98,1872.76
2020.1.22,1887.46,3216257,1896.09,1902.5,1883.34
2020.1.21,1892,3707785,1865,1894.27,1860
2020.1.17,1864.72,3997340,1885.89,1886.64,1857.25
2020.1.16,1877.94,2659493,1882.99,1885.59,1866.02
2020.1.15,1862.02,2896592,1872.25,1878.86,1855.09
2020.1.14,1869.44,3446381,1885.88,1887.11,1858.55
2020.1.13,1891.3,2785844,1891.31,1898,1880.8
2020.1.10,1883.16,2856959,1905.37,1906.94,1880
2020.1.9,1901.05,3174962,1909.89,1917.82,1895.8
2020.1.8,1891.97,3511966,1898.04,1911,1886.44
2020.1.7,1906.86,4134010,1904.5,1913.89,1892.04
2020.1.6,1902.88,4065698,1860,1903.69,1860
2020.1.3,1874.97,3766604,1864.5,1886.2,1864.5
2020.1.2,1898.01,4035910,1875,1898.01,1864.15
2019.12.31,1847.84,2510380,1842,1853.26,1832.23
2019.12.30,1846.89,3677306,1874,1884,1840.62
2019.12.27,1869.8,6188754,1882.92,1901.4,1866.01
2019.12.26,1868.77,6024608,1801.01,1870.46,1799.5
2019.12.24,1789.21,881337,1793.81,1795.57,1787.58
2019.12.23,1793,2137493,1788.26,1793,1784.51
2019.12.20,1786.5,5152460,1799.62,1802.97,1782.45
2019.12.19,1792.28,2738320,1780.5,1792.99,1774.06
2019.12.18,1784.03,3354137,1795.02,1798.2,1782.36
2019.12.17,1790.66,3646697,1778.01,1792,1777.39
2019.12.16,1769.21,3149345,1767,1769.5,1757.05
2019.12.13,1760.94,2747909,1765,1768.99,1755
2019.12.12,1760.33,3103949,1750,1764,1745.44
2019.12.11,1748.72,2101318,1741.67,1750,1735.71
2019.12.10,1739.21,2515644,1747.4,1750.67,1735
2019.12.9,1749.51,2502489,1750.66,1766.89,1745.61
2019.12.6,1751.6,3119979,1751.2,1754.4,1740.13
2019.12.5,1740.48,2827852,1763.5,1763.5,1740
2019.12.4,1760.69,2680700,1774.01,1789.09,1760.22
2019.12.3,1769.96,3529582,1760,1772.87,1747.23
2019.12.2,1781.6,3931750,1804.4,1805.55,1762.68
2019.11.29,1800.8,1923440,1817.78,1824.69,1800.79
2019.11.27,1818.51,3035846,1801,1824.5,1797.31
2019.11.26,1796.94,3190428,1779.92,1797.03,1778.35
2019.11.25,1773.84,3489467,1753.25,1777.42,1753.24
2019.11.22,1745.72,2479081,1739.02,1746.43,1731
2019.11.21,1734.71,2662938,1743,1746.87,1730.36
2019.11.20,1745.53,2793759,1749.14,1762.52,1734.12
2019.11.19,1752.79,2274535,1756.99,1760.68,1743.03
2019.11.18,1752.53,2841907,1738.3,1753.7,1722.71
2019.11.15,1739.49,3931141,1760.05,1761.68,1732.86
2019.11.14,1754.6,2269417,1751.43,1766.59,1749.56
2019.11.13,1753.11,2926892,1773.39,1775,1747.32
2019.11.12,1778,2038925,1774.66,1786.22,1771.91
2019.11.11,1771.65,1947810,1778,1780,1767.13
2019.11.8,1785.88,2126198,1787.89,1789.88,1774.04
2019.11.7,1788.2,2651086,1803.76,1805.9,1783.48
2019.11.6,1795.77,2029783,1801,1802.5,1788.58
2019.11.5,1801.71,1885543,1809.16,1810.25,1794
2019.11.4,1804.66,2771922,1801.01,1815.06,1801.01
2019.11.1,1791.44,2790354,1788.01,1797.45,1785.21
2019.10.31,1776.66,2781185,1775.99,1792,1771.48
2019.10.30,1779.99,2449405,1760.24,1782.38,1759.12
2019.10.29,1762.71,2276855,1774.81,1777,1755.81
2019.10.28,1777.08,3708851,1748.06,1778.7,1742.5
2019.10.25,1761.33,9626402,1697.55,1764.21,1695
2019.10.24,1780.78,5204350,1771.09,1788.34,1760.27
2019.10.23,1762.17,2190380,1761.3,1770.05,1742
2019.10.22,1765.73,2234425,1788.15,1789.78,1762
2019.10.21,1785.66,2224902,1769.66,1785.88,1765
2019.10.18,1757.51,3366091,1787.8,1793.98,1749.2
2019.10.17,1787.48,2713773,1796.49,1798.85,1782.02
2019.10.16,1777.43,2804068,1773.33,1786.24,1770.52
2019.10.15,1767.38,3129244,1742.14,1776.45,1740.62
2019.10.14,1736.43,1928898,1728.91,1741.89,1722
2019.10.11,1731.92,3279534,1742.92,1745.45,1729.86
2019.10.10,1720.26,2721531,1725.24,1738.29,1713.75
2019.10.9,1721.99,2089335,1719.61,1729.95,1714.36
2019.10.8,1705.51,2626840,1722.49,1727,1705
2019.10.7,1732.66,2187598,1731.63,1747.83,1723.7
2019.10.4,1739.65,2489277,1726.02,1740.58,1719.23
2019.10.3,1724.42,3624371,1713,1725,1685.06
2019.10.2,1713.23,3338476,1727.74,1728.89,1705
2019.10.1,1735.65,3170460,1746,1755.6,1728.41
2019.9.30,1735.91,2760768,1726.99,1737.46,1709.22
2019.9.27,1725.45,3948029,1748,1749.12,1713.82
2019.9.26,1739.84,3571952,1762.79,1763.37,1731.5
2019.9.25,1768.33,3531098,1747.36,1773,1723
2019.9.24,1741.61,4637901,1790.61,1795.71,1735.55
2019.9.23,1785.3,3139142,1777,1792.7,1767.32
2019.9.20,1794.16,5555839,1821.71,1830.63,1780.92
2019.9.19,1821.5,2078335,1821.02,1832.57,1817.9
2019.9.18,1817.46,2536012,1817.04,1822.06,1795.5
2019.9.17,1822.55,2033058,1807.08,1823.99,1804.1
2019.9.16,1807.84,3675473,1824.02,1825.69,1800.2
2019.9.13,1839.34,1971317,1842.01,1846.12,1835.17
2019.9.12,1843.55,2823505,1837.63,1853.66,1834.28
2019.9.11,1822.99,2432767,1812.14,1833.42,1809.08
2019.9.10,1820.55,2613879,1822.75,1825.81,1805.34
2019.9.9,1831.35,2999515,1841,1850,1824.61
2019.9.6,1833.51,2496933,1838.22,1840.65,1826.4
2019.9.5,1840.72,3325189,1821.95,1842,1815.58
2019.9.4,1800.62,2326228,1805,1807.63,1796.23
2019.9.3,1789.84,3546859,1770,1800.8,1768
2019.8.30,1776.29,3064147,1797.49,1799.74,1764.57
2019.8.29,1786.4,3018012,1783,1798.55,1777.25
2019.8.28,1764.25,2421893,1755,1767.86,1744.05
2019.8.27,1761.83,3027245,1775.73,1779.4,1746.68
2019.8.26,1768.87,3085320,1766.91,1770,1743.51
2019.8.23,1749.62,5277898,1793.03,1804.9,1745.23
2019.8.22,1805.6,2658388,1828,1829.41,1800.1
2019.8.21,1823.54,2039231,1819.39,1829.58,1815
2019.8.20,1801.38,1932835,1814.5,1816.82,1799.88
2019.8.19,1816.12,2820303,1818.08,1826,1812.61
2019.8.16,1792.57,3054240,1792.89,1802.91,1784.55
2019.8.15,1776.12,3809948,1781.99,1788,1761.96
2019.8.14,1762.96,4893649,1793.01,1795.65,1757.22
2019.8.13,1824.34,4075021,1783,1831.74,1780
2019.8.12,1784.92,2905498,1795.99,1800.98,1777
2019.8.9,1807.58,2879770,1828.95,1831.09,1802.22
2019.8.8,1832.89,3701242,1806,1834.26,1798.11
2019.8.7,1793.4,4526884,1773.99,1798.93,1757
2019.8.6,1787.83,5070258,1792.23,1793.77,1753.4
2019.8.5,1765.13,6058212,1770.22,1788.67,1748.78
2019.8.2,1823.24,4956225,1845.07,1846.36,1808.02
2019.8.1,1855.32,4713311,1871.72,1897.92,1844.01
2019.7.31,1866.78,4470727,1898.11,1899.55,1849.44
2019.7.30,1898.53,2910888,1891.12,1909.89,1883.48
2019.7.29,1912.45,4493190,1930,1932.23,1890.54
2019.7.26,1943.05,4927143,1942,1950.9,1924.51
2019.7.25,1973.82,4136461,2001,2001.2,1972.72
2019.7.24,2000.81,2631300,1969.3,2001.3,1965.87
2019.7.23,1994.49,2703480,1995.99,1997.79,1973.13
2019.7.22,1985.63,2908111,1971.14,1989,1958.26
2019.7.19,1964.52,3185612,1991.21,1996,1962.23
2019.7.18,1977.9,3504252,1980.01,1987.5,1951.55
2019.7.17,1992.03,2558809,2007.05,2012,1992.03
2019.7.16,2009.9,2618198,2010.58,2026.32,2001.22
2019.7.15,2020.99,2981343,2021.4,2022.9,2001.55
2019.7.12,2011,2509297,2008.27,2017,2003.87
2019.7.11,2001.07,4317766,2025.62,2035.8,1995.3
2019.7.10,2017.41,4931902,1996.51,2024.94,1995.4
2019.7.9,1988.3,4345698,1947.8,1990.01,1943.48
2019.7.8,1952.32,2883371,1934.12,1956,1928.25
2019.7.5,1942.91,2628359,1928.6,1945.9,1925.3
2019.7.3,1939,1690294,1935.89,1941.59,1930.5
2019.7.2,1934.31,2651299,1919.38,1934.79,1906.63
2019.7.1,1922.19,3203347,1922.98,1929.82,1914.66
2019.6.28,1893.63,3037358,1909.1,1912.94,1884
2019.6.27,1904.28,2141721,1902,1911.24,1898.04
2019.6.26,1897.83,2441910,1892.48,1903.8,1887.32
2019.6.25,1878.27,3012347,1911.84,1916.39,1872.42
2019.6.24,1913.9,2282969,1912.66,1916.86,1901.3
2019.6.21,1911.3,3933576,1916.1,1925.95,1907.58
2019.6.20,1918.19,3217153,1933.33,1935.2,1905.8
2019.6.19,1908.79,2895347,1907.84,1919.58,1892.47
2019.6.18,1901.37,3895728,1901.35,1921.67,1899.79
2019.6.17,1886.03,2634342,1876.5,1895.69,1875.45
2019.6.14,1869.67,2851163,1864,1876,1859
2019.6.13,1870.3,2795810,1866.72,1883.09,1862.22
2019.6.12,1855.32,2678335,1853.98,1865,1844.38
2019.6.11,1863.7,4042694,1883.25,1893.7,1858
2019.6.10,1860.63,5371007,1822,1884.87,1818
2019.6.7,1804.03,4808246,1763.7,1806.25,1759.49
2019.6.6,1754.36,3689272,1737.71,1760,1726.13
2019.6.5,1738.5,4239782,1749.6,1752,1715.25
2019.6.4,1729.56,5679121,1699.24,1730.82,1680.89
2019.6.3,1692.69,9098708,1760.01,1766.29,1672
2019.5.31,1775.07,4618819,1790.01,1795.59,1772.7
2019.5.30,1816.32,3146850,1825.49,1829.47,1807.83
2019.5.29,1819.19,4279025,1823.12,1830,1807.53
2019.5.28,1836.43,3199965,1832.75,1849.27,1827.35
2019.5.24,1823.28,3369673,1835.89,1841.76,1817.85
2019.5.23,1815.48,4424265,1836.59,1844,1804.2
2019.5.22,1859.68,2936601,1851.78,1871.49,1851
2019.5.21,1857.52,4005122,1874.79,1879,1846
2019.5.20,1858.97,3798198,1852.69,1867.78,1835.54
2019.5.17,1869,4736618,1893.05,1910.53,1867.33
2019.5.16,1907.57,4707822,1885.94,1917.51,1882.29
2019.5.15,1871.15,4692642,1827.95,1874.43,1823
2019.5.14,1840.12,4629107,1839.5,1852.44,1815.75
2019.5.13,1822.68,5783410,1836.56,1846.54,1818
2019.5.10,1889.98,5717994,1898,1903.79,1856
2019.5.9,1899.87,5308263,1900,1909.4,1876
2019.5.8,1917.77,4078568,1918.87,1935.37,1910
2019.5.7,1921,5902134,1939.99,1949.1,1903.38
2019.5.6,1950.55,5417841,1917.98,1959,1910.5
2019.5.3,1962.46,6381564,1949,1964.4,1936
2019.5.2,1900.82,3962915,1913.33,1921.55,1881.87
2019.5.1,1911.52,3116964,1933.09,1943.64,1910.55
2019.4.30,1926.52,3492929,1930.1,1935.71,1906.95
2019.4.29,1938.43,4000052,1949,1956.34,1934.09
2019.4.26,1950.63,8396605,1929,1951,1898
2019.4.25,1902.25,5625972,1917,1922.45,1900.31
2019.4.24,1901.75,3618382,1925,1929.69,1898.16
2019.4.23,1923.77,4632169,1891.2,1929.26,1889.58
2019.4.22,1887.31,3361162,1855.4,1888.42,1845.64
2019.4.18,1861.69,2745002,1868.79,1870.82,1859.48
2019.4.17,1864.82,2838130,1872.99,1876.47,1860.44
2019.4.16,1863.04,3036907,1851.35,1869.77,1848
2019.4.15,1844.87,3710653,1842,1846.85,1818.9
2019.4.12,1843.06,3090899,1848.4,1851.5,1841.3
2019.4.11,1844.07,2623197,1848.7,1849.95,1840.31
2019.4.10,1847.33,2951939,1841,1848,1828.81
2019.4.9,1835.84,3703283,1845.49,1853.09,1831.78
2019.4.8,1849.86,3745428,1833.23,1850.2,1825.11
2019.4.5,1837.28,3628458,1829,1838.58,1825.19
2019.4.4,1818.86,3614013,1820.65,1828.75,1804.2
2019.4.3,1820.7,3923043,1826.72,1830,1809.62
2019.4.2,1813.98,3435556,1811.02,1820,1805.12
2019.4.1,1814.19,4173480,1800.11,1815.67,1798.73
2019.3.29,1780.75,3316831,1786.58,1792.86,1776.63
2019.3.28,1773.42,3030860,1770,1777.93,1753.47
2019.3.27,1765.7,4316646,1784.13,1787.5,1745.68
